OA11CD,LSOA11CD,LAD11NM,LSOA11NM,POPDEN,AVHHOLDSZ,OA_Area,VM1_q,VM3_q,VM4_q,VM5_q,VM6_q,VM7_q,ENG_q,RENT_q,BAME_q,TEMP_q,Croydon_In,Cr_woodlan,Cr_greensp,Area_Canop,%_Canopy O,Education_,Nursing_5,Hospital_5,NationalRo,RegionalRo,RailBuffer,Station_5,Q_Industri,Q_woodland,Q_greenspa,Q_CanopyOu,MaxAvLST,MaxAvLST_q,Roads_comb,PU5_q,PO75_q,Poll_q,VM2_q,Basement_5,Roof_Count,Q_Roof_Cou,VM2,VM3,VM4,VM5,VM6,VM7,PU5,PU75,ENG,RENT,BAME,TEMP,Hosp_Count,Rail_Count,Nursing_Co,School_Cou,Adapt_A,Adapt_B,Adapt_C,Adapt_D,Adapt_E,Adapt_F,Adapt_G,Adapt_H,Adapt_I,Adapt_J,Adapt_K,Adapt_L,Adapt_M,Adapt_N,Adapt_O,Adapt_P,Adapt_Q,Adapt_R,Adapt_S,Adapt_T,Adapt_U
E00004895,E01000978,Croydon,Croydon 022D,109.9000,1.8000,23343.365,"2","5","5","5","3","5","3","3","3","4",0.000000000000000,0.000000000000000,0.000000000000000,5179.777,22.19,0,0,0,0,4,0,0,1,5,5,1,35.118872324625649,4,3,"5","3","5","3",5,12,5,16.652999999999999,11.906949996948242,35.561500549316406,0.042141867561004,36.985235403084587,100.000000000000000,8.029999999999999,6.080000000000000,2.810000000000000,12.850000000000000,53.119999999999997,18.089786570449583,0,0,0,0,27,22,24,15,20,12,14,14,16,9,13,15,17,12,10,15,21,21,16,16,9
E00004896,E01000979,Croydon,Croydon 022E,109.2000,2.4000,28298.892,"2","5","5","5","5","5","4","2","3","4",0.000000000000000,0.000000000000000,0.015887853049340,954.380,3.37,0,0,0,0,4,0,0,1,5,2,5,35.699178695678711,5,3,"3","3","5","4",0,1,2,10.499000000000001,10.793359756469727,27.982070922851562,0.018484051665765,19.253952600365587,100.000000000000000,6.600000000000000,5.290000000000000,3.400000000000000,8.650000000000000,49.289999999999999,18.116822726254004,0,0,0,0,29,25,27,12,27,11,13,12,14,9,10,16,16,18,13,18,20,20,17,17,10
E00005259,E01001057,Croydon,Croydon 030E,94.6000,3.0000,36293.496,"5","1","1","4","4","5","3","5","4","5",0.000000000000000,0.000000000000000,5.375789763475088,2488.581,6.86,0,0,0,0,0,0,0,1,5,2,4,33.967240905761720,3,,"3","1","1","5",0,7,5,5.072000000000000,9.666595458984377,20.848239898681641,0.015023116101319,24.632665649655124,100.000000000000000,6.260000000000000,2.460000000000000,2.840000000000000,78.200000000000003,55.490000000000002,18.143687733071893,0,0,0,0,27,17,22,13,25,7,12,12,17,13,14,11,11,12,7,8,16,16,13,13,9
E00005258,E01001057,Croydon,Croydon 030E,171.8000,3.3000,22266.383,"5","1","1","4","4","5","3","5","4","5",0.000000000000000,0.000000000000000,0.000000000000000,2802.113,12.58,0,0,0,0,0,0,0,1,5,5,3,34.291081428527832,3,,"3","1","1","5",0,14,5,5.072000000000000,9.666595458984377,20.848239898681641,0.015023116101319,24.632665649655124,100.000000000000000,6.260000000000000,2.460000000000000,2.840000000000000,78.200000000000003,55.490000000000002,18.143687733071893,0,0,0,0,27,17,22,13,24,7,12,12,17,13,14,11,11,11,7,8,16,16,13,13,9
E00005191,E01001045,Croydon,Croydon 027C,130.6000,1.9000,23174.708,"5","4","3","2","3","5","4","3","3","4",0.000000000000000,0.000000000000000,2.758485885019665,2514.866,10.85,0,0,0,0,0,0,0,1,5,2,3,34.356369972229004,3,,"3","3","3","4",0,9,5,10.377000000000001,10.458009719848633,25.594579696655273,0.006170071665572,37.678850035086761,100.000000000000000,6.470000000000000,5.430000000000000,3.450000000000000,15.109999999999999,49.500000000000000,18.116822726254004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00005389,E01001082,Croydon,Croydon 032E,82.2000,2.8000,43097.309,"4","1","1","2","1","5","1","5","2","1",0.000000000000000,0.000000000000000,0.000000000000000,1770.181,4.11,0,0,0,0,0,0,0,1,5,5,5,33.174303599766326,2,,"3","2","1","2",0,4,4,23.481000000000002,9.722526550292969,21.220930099487305,0.006703288248696,64.845278131895597,100.000000000000000,6.380000000000000,4.190000000000002,0.730000000000000,38.549999999999997,35.969999999999999,17.673853419317535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00005308,E01001061,Croydon,Croydon 034D,15.5000,3.1000,231695.587,"4","1","1","3","2","1","1","3","2","3",0.000000000000000,3.981689570324313,0.000000000000000,29028.419,12.53,5,0,0,0,0,0,0,1,2,5,3,33.709645622654968,2,,"2","3","1","5",0,2,3,7.948000000000000,9.694747924804688,21.323930740356445,0.008040059923223,49.688519938891979,0.000000000000000,5.810000000000000,5.130000000000000,0.770000000000000,16.440000000000001,38.960000000000001,18.004864576891791,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00005190,E01001044,Croydon,Croydon 023A,55.6000,2.0000,46457.080,"1","4","4","2","5","3","4","2","4","3",0.000000000000000,8.095687438145672,0.000000000000000,10116.075,21.78,0,0,0,0,4,0,0,1,1,5,1,32.574574152628578,1,3,"2","5","4","1",0,21,5,26.827000000000002,10.687709808349609,26.730339050292969,0.007264254340960,21.175805906618518,57.000000000000000,5.780000000000000,9.920000000000000,2.980000000000000,4.770000000000000,58.869999999999997,18.024394499052981,0,0,0,0,18,15,16,8,13,8,9,8,9,4,10,13,10,11,9,13,10,10,8,8,7
E00005111,E01001026,Croydon,Croydon 043D,60.6000,2.8000,65219.872,"3","1","1","3","3","5","1","4","1","3",0.000000000000000,0.000000000000000,0.000000000000000,2745.198,4.21,0,0,0,0,0,0,0,1,5,5,5,32.339072799682619,1,,"5","3","1","3",0,1,2,16.352000000000000,9.481477737426758,19.915050506591797,0.008388030494242,37.678850035086761,100.000000000000000,7.770000000000000,5.850000000000000,0.560000000000000,17.559999999999999,23.539999999999999,18.040040731764833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00005433,E01001087,Croydon,Croydon 003C,91.6000,2.6000,55105.569,"3","3","3","3","2","2","5","4","4","3",0.000000000000000,0.000000000000000,0.000000000000000,12406.644,22.51,0,0,0,5,0,5,0,1,5,5,1,34.077318572998045,3,4,"5","3","3","2",5,3,4,20.776000000000000,10.430520057678223,25.636299133300781,0.010045254028306,50.007290264600513,28.000000000000000,8.750000000000000,6.230000000000000,6.110000000000000,23.399999999999999,62.020000000000003,18.017321673179389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00005432,E01001085,Croydon,Croydon 004A,82.1000,3.0000,35441.422,"3","5","5","5","3","1","5","3","4","2",0.000000000000000,0.000000000000000,0.240614465273509,1619.881,4.57,5,0,0,0,0,0,0,1,5,2,5,34.351574897766113,3,,"2","4","5","3",0,2,3,14.772000000000000,12.260250091552734,36.815868377685547,0.016817123213764,41.349177454944915,6.000000000000000,5.630000000000000,8.090000000000000,5.780000000000000,12.600000000000000,62.899999999999999,17.923034590419356,0,0,0,1,28,22,25,11,25,9,12,11,14,9,12,12,14,13,6,11,23,23,21,21,15
E00005437,E01001089,Croydon,Croydon 004C,131.7000,3.2000,33678.569,"4","4","4","4","5","4","5","4","4","4",0.000000000000000,0.000000000000000,0.000000000000000,1809.897,5.37,0,0,0,0,0,0,0,1,5,5,4,35.171866607666018,4,,"1","3","4","4",0,3,4,11.679000000000000,10.519969940185547,26.214269638061523,0.013660483279578,23.004299993091028,68.000000000000000,4.880000000000000,5.610000000000000,5.650000000000000,22.710000000000001,64.840000000000003,18.100372482970659,0,0,0,0,29,21,25,13,25,8,12,12,16,12,12,13,12,13,9,13,17,17,16,16,11
E00005152,E01001038,Croydon,Croydon 029C,103.0000,1.9000,22886.300,"2","2","3","4","2","3","2","3","2","3",0.000000000000000,1.959561615734775,0.000000000000000,3095.872,13.53,0,0,0,0,4,5,0,1,2,5,2,33.712902069091797,2,3,"3","1","2","1",5,1,2,32.011000000000003,10.229519844055176,24.480339050292969,0.014163764633427,44.493987014006677,54.000000000000000,6.310000000000000,3.260000000000000,1.690000000000000,12.650000000000000,39.759999999999998,18.024394499052981,0,0,0,0,18,13,15,13,15,6,8,8,10,7,9,13,10,11,7,9,13,13,10,10,5
E00005047,E01001006,Croydon,Croydon 016A,97.4000,2.8000,33462.280,"4","4","3","4","3","1","4","4","5","3",0.000000000000000,3.440628800745302,0.000000000000000,1815.104,5.42,0,0,0,0,0,5,0,1,2,5,4,35.286305745442711,4,,"4","1","4","5",0,2,3,4.919000000000000,10.652999877929688,25.671060562133789,0.014945984511626,40.134052876567182,6.000000000000000,7.010000000000000,2.300000000000000,3.680000000000000,29.520000000000000,71.010000000000005,18.000424878230881,0,0,0,0,24,16,20,11,20,9,13,11,15,12,13,17,13,11,7,11,20,20,16,16,9
E00005046,E01001009,Croydon,Croydon 019C,99.4000,3.1000,32823.852,"4","5","5","5","5","5","5","4","5","5",0.000000000000000,0.000000000000000,30.385946606032192,2650.619,8.08,5,0,0,0,0,0,0,1,5,1,4,36.010654449462891,5,,"5","1","5","5",0,2,3,7.872000000000000,11.952139854431152,36.542301177978509,0.042958884194334,16.768646986084633,100.000000000000000,7.980000000000000,2.940000000000000,5.300000000000000,18.410000000000000,75.379999999999995,18.154664527831414,0,0,0,1,38,30,34,14,33,11,15,13,17,13,14,16,16,14,10,15,29,29,24,24,15
E00005861,E01001176,Croydon,Croydon 011C,105.7000,3.0000,40557.394,"3","4","3","3","3","5","5","4","5","5",17.942903130229990,0.000000000000000,0.000000000000000,1189.024,2.93,0,0,0,5,4,0,0,5,5,5,5,36.663786888122559,5,5,"4","2","4","4",5,4,4,12.271000000000001,10.467700004577637,25.651849746704102,0.007989985372057,37.928710248199593,100.000000000000000,6.980000000000000,4.380000000000000,6.240000000000000,17.770000000000000,82.359999999999999,18.384324542153578,0,0,0,0,27,20,23,14,24,11,14,12,15,12,13,14,14,16,13,17,19,19,15,15,10
E00005044,E01001007,Croydon,Croydon 016B,133.8000,3.2000,29453.146,"3","5","5","5","5","1","5","2","5","3",0.000000000000000,0.000000000000000,0.000000000000000,1169.262,3.97,0,0,0,0,4,0,0,1,5,5,5,35.582677568708149,4,3,"1","2","5","5",0,2,3,5.697000000000000,10.922619819641113,28.374269485473633,0.019999441317118,19.966028788955576,12.000000000000000,3.830000000000000,4.740000000000000,6.180000000000000,8.240000000000000,80.269999999999996,18.000424878230881,0,0,0,0,25,20,23,13,23,7,10,12,15,9,8,12,12,18,12,17,18,18,17,17,9
E00005105,E01001024,Croydon,Croydon 043B,58.7000,2.5000,56341.248,"1","1","1","3","5","5","1","1","1","2",0.000000000000000,5.355270576575888,3.888363354057017,2820.860,5.01,0,0,0,0,4,5,0,1,2,2,5,33.068607330322266,2,3,"3","4","1","3",0,2,3,17.369000000000000,9.741379737854004,21.071550369262695,0.007398700849836,21.633312130284061,100.000000000000000,5.920000000000000,7.190000000000000,0.780000000000000,2.870000000000000,28.559999999999999,17.873229908219336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00005184,E01001034,Croydon,Croydon 031B,49.3000,2.6000,48473.643,"2","5","5","5","2","5","3","2","1","1",0.000000000000000,0.000000000000000,0.000000000000000,8339.399,17.20,0,0,0,0,0,0,0,1,5,5,2,33.418106714884438,2,,"5","1","5","2",0,1,2,19.899999999999999,10.867659568786623,30.257009506225582,0.016491666754037,45.178027607688001,92.000000000000000,8.020000000000000,3.670000000000000,2.300000000000000,5.120000000000000,34.240000000000002,17.769683366100921,0,0,0,0,23,19,21,9,18,8,10,9,11,6,10,10,13,9,4,9,19,19,14,14,5
E00005104,E01001024,Croydon,Croydon 043B,45.9000,2.5000,77695.964,"1","1","1","3","5","5","1","1","1","2",0.977505764750071,5.582614261680594,0.000000000000000,3950.656,5.08,5,0,0,0,4,5,0,5,2,5,5,32.824124336242676,2,3,"3","4","1","3",0,1,2,17.369000000000000,9.741379737854004,21.071550369262695,0.007398700849836,21.633312130284061,100.000000000000000,5.920000000000000,7.190000000000000,0.780000000000000,2.870000000000000,28.559999999999999,17.873229908219336,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00005183,E01001032,Croydon,Croydon 035A,9.9000,2.6000,267815.153,"1","1","1","2","3","1","1","1","1","1",0.000000000000000,65.947787408481744,0.637692377299222,188601.638,70.42,0,5,0,0,4,0,0,1,1,2,1,31.999682562691824,1,3,"2","5","1","1",0,0,1,44.052000000000000,9.795455932617188,21.891609191894531,0.005693630242849,41.349177454944915,0.000000000000000,5.200000000000000,12.270000000000000,0.330000000000000,0.720000000000000,32.200000000000003,17.769683366100921,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00005102,E01001023,Croydon,Croydon 041C,7.4000,1.9000,298097.196,"4","2","2","1","2","5","2","3","3","2",0.000000000000000,6.754708512288968,0.274780062260008,10576.516,3.55,5,0,0,5,4,5,0,1,1,2,5,32.572415245903862,1,5,"5","3","2","3",0,3,4,15.026999999999999,9.975933074951172,22.999809265136719,0.003601841820406,42.387955402030187,100.000000000000000,9.490000000000000,6.060000000000000,1.840000000000000,14.390000000000001,45.070000000000000,17.835510412882222,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00004990,E01000996,Croydon,Croydon 009C,119.5000,2.7000,26995.731,"3","3","3","2","3","5","5","2","5","3",0.000000000000000,0.000000000000000,0.000000000000000,1069.725,3.96,0,0,0,0,0,0,0,1,5,5,5,36.594883388943146,5,,"2","2","3","3",0,1,2,13.307000000000000,10.360320091247559,24.964080810546875,0.006037538888579,40.636369913628819,100.000000000000000,5.240000000000000,4.340000000000000,5.530000000000000,5.780000000000000,74.189999999999998,18.017321673179389,0,0,0,0,23,18,21,8,23,9,12,9,12,10,9,12,11,10,8,11,15,15,13,13,10
E00004911,E01000975,Croydon,Croydon 022A,112.5000,2.4000,25992.059,"2","5","5","4","5","5","3","3","3","4",0.000000000000000,0.000000000000000,0.000000000000000,1706.419,6.57,0,0,0,0,0,5,0,1,5,5,4,34.844164276123045,4,,"4","1","5","5",0,1,2,7.186000000000000,15.435580253601074,68.388038635253906,0.011502949128008,15.587702433868328,100.000000000000000,6.940000000000000,3.230000000000000,2.740000000000000,9.980000000000000,49.890000000000001,18.116822726254004,0,0,0,0,28,23,25,11,24,9,11,10,12,9,10,19,13,13,9,14,19,19,15,15,7
E00004910,E01000975,Croydon,Croydon 022A,53.8000,2.5000,50911.297,"2","5","5","4","5","5","3","3","3","4",0.000000000000000,0.000000000000000,0.000000000000000,3503.091,6.88,0,0,0,0,4,5,0,1,5,5,4,34.035237884521486,3,3,"4","1","5","5",0,2,3,7.186000000000000,15.435580253601074,68.388038635253906,0.011502949128008,15.587702433868328,100.000000000000000,6.940000000000000,3.230000000000000,2.740000000000000,9.980000000000000,49.890000000000001,18.116822726254004,0,0,0,0,27,22,24,11,23,8,10,10,12,8,10,18,12,16,11,16,18,18,14,14,6
E00004992,E01000999,Croydon,Croydon 009E,144.4000,3.4000,26874.315,"3","3","3","1","5","5","5","2","5","3",0.000000000000000,0.000000000000000,0.000000000000000,1408.466,5.24,0,0,0,0,0,0,0,1,5,5,4,37.041109357561382,5,,"1","4","3","5",0,0,1,8.476000000000004,10.409190177917480,25.270000457763672,0.000000000000000,21.268855576950926,100.000000000000000,4.310000000000000,6.510000000000000,5.040000000000000,4.830000000000000,76.920000000000002,18.017321673179389,0,0,0,0,24,19,22,9,23,10,13,7,10,10,10,15,11,10,10,13,13,13,12,12,12
E00004913,E01000980,Croydon,Croydon 017A,95.3000,3.1000,24346.616,"4","3","3","5","5","5","4","4","4","5",0.000000000000000,0.000000000000000,0.000000000000000,1123.826,4.62,0,0,0,0,0,5,0,1,5,5,5,35.446168518066408,4,,"3","2","3","4",0,0,1,9.420000000000000,10.254480361938477,24.902280807495117,0.021055152549440,22.372007133459249,100.000000000000000,6.250000000000000,4.260000000000000,3.820000000000000,19.100000000000001,58.570000000000000,18.145519640480735,0,0,0,0,30,22,26,14,28,9,13,10,14,12,13,19,14,15,9,12,19,19,16,16,10
E00004999,E01000997,Croydon,Croydon 009D,134.2000,2.7000,24259.537,"4","3","3","5","5","5","5","3","5","4",0.000000000000000,0.000000000000000,0.000000000000000,1117.699,4.61,0,0,0,0,0,0,0,1,5,5,5,36.647319793701165,5,,"1","4","3","4",0,1,2,10.044000000000000,10.371359825134277,25.023059844970703,0.030569708343572,20.953973459030369,100.000000000000000,4.230000000000002,6.380000000000000,5.480000000000000,10.550000000000001,75.450000000000003,18.070201347404652,0,0,0,0,30,23,27,14,29,10,14,12,16,12,12,15,15,15,10,13,18,18,17,17,13
E00004918,E01000990,Croydon,Croydon 045A,72.5000,3.0000,51225.354,"5","2","2","4","4","1","3","5","3","4",0.000000000000000,0.000000000000000,7.307906619512112,3242.431,6.33,0,0,0,0,4,0,0,1,5,2,4,34.544697761535645,3,3,"1","3","2","4",0,2,3,9.265000000000001,10.195940017700195,24.145820617675781,0.014003705107208,26.450577803018309,16.000000000000000,3.960000000000000,5.910000000000000,2.860000000000000,53.619999999999997,53.659999999999997,18.116797929673528,0,0,0,0,24,14,19,13,21,7,12,10,15,13,14,11,11,15,10,12,15,15,14,14,11
E00005720,E01001149,Croydon,Croydon 006B,60.6000,2.6000,60311.548,"2","4","4","3","5","5","3","2","4","1",0.000000000000000,13.101339723249627,0.000000000000000,13874.298,23.00,5,0,0,0,4,0,0,1,1,5,1,34.570612907409668,3,3,"5","1","4","1",0,4,4,31.041000000000000,10.729290008544922,27.605129241943359,0.008736892922529,17.073619965956674,100.000000000000000,7.910000000000000,3.480000000000000,2.650000000000000,8.430000000000000,59.500000000000000,17.788890659534008,0,0,0,1,29,25,27,10,24,9,11,10,12,7,10,14,12,12,11,15,22,22,17,17,11
E00005644,E01001130,Croydon,Croydon 025C,178.3000,2.9000,25465.221,"5","1","1","1","3","5","3","5","5","2",0.000000000000000,100.000000000025594,5.173930411701444,2430.790,9.55,0,0,0,0,0,0,0,1,1,2,3,33.974122047424316,3,,"5","1","1","2",0,2,3,24.800000000000001,9.773319244384766,21.718490600585938,0.002895925395780,40.007209342694885,100.000000000000000,7.520000000000000,2.040000000000000,2.430000000000000,69.519999999999996,70.530000000000001,17.977560573945432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00005647,E01001131,Croydon,Croydon 018C,111.4000,2.5000,29561.808,"2","2","2","4","4","4","2","3","1","1",0.000000000000000,0.000000000000000,0.000000000000000,2687.661,9.09,0,0,0,0,0,0,0,1,5,5,3,36.462141036987305,5,,"4","4","2","1",0,87,5,30.318000000000001,10.063570022583008,23.293190002441406,0.015694042018307,32.962791132772232,80.000000000000000,7.140000000000000,8.410000000000000,1.060000000000000,14.369999999999999,27.489999999999998,17.604197594177219,0,0,0,0,24,19,21,10,22,13,15,14,16,10,13,17,17,11,9,11,17,17,13,13,11
E00004951,E01000989,Croydon,Croydon 018A,88.9000,2.7000,38521.690,"2","2","2","3","4","3","2","1","2","4",0.000000000000000,0.000000000000000,0.000000000000000,3139.096,8.15,0,0,0,0,0,0,0,1,5,5,4,34.899700164794922,4,,"1","4","2","4",0,2,3,12.609000000000000,10.084420204162598,23.503049850463867,0.008358308756550,33.769942425794291,58.000000000000000,4.570000000000000,7.230000000000000,1.180000000000000,3.660000000000000,39.210000000000001,18.091418610649374,0,0,0,0,19,16,18,9,20,9,11,10,12,7,8,13,12,11,8,10,12,12,11,11,10
E00004950,E01000990,Croydon,Croydon 045A,70.7000,2.3000,44811.195,"5","2","2","4","4","1","3","5","3","4",0.000000000000000,0.000000000000000,0.000000000000000,4817.102,10.75,5,0,0,0,4,5,0,1,5,5,3,34.570508783513851,3,3,"1","3","2","4",0,9,5,9.265000000000001,10.195940017700195,24.145820617675781,0.014003705107208,26.450577803018309,16.000000000000000,3.960000000000000,5.910000000000000,2.860000000000000,53.619999999999997,53.659999999999997,18.116797929673528,0,0,0,1,29,19,24,13,25,7,12,12,17,13,14,16,11,14,10,12,20,20,19,19,16
E00004953,E01032569,Croydon,Croydon 045E,30.1000,2.4000,118888.752,"5","2","2","3","2","1","3","5","4","3",0.000000000000000,34.364895785129015,21.623300898320888,48437.028,40.74,0,0,0,0,4,5,5,1,1,1,1,33.271727498372393,2,3,"5","1","2","2",0,1,2,21.875000000000000,10.145050048828123,23.892429351806641,0.010028228164373,45.106098263508237,0.000000000000000,8.380000000000004,2.180000000000000,2.280000000000000,58.210000000000001,60.530000000000001,18.039761235599450,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00004952,E01000989,Croydon,Croydon 018A,65.8000,2.8000,58079.003,"2","2","2","3","4","3","2","1","2","4",0.000000000000000,0.000000000000000,0.000000000000000,2657.110,4.57,0,0,0,0,0,0,0,1,5,5,5,33.514875411987305,2,,"1","4","2","4",0,0,1,12.609000000000000,10.084420204162598,23.503049850463867,0.008358308756550,33.769942425794291,58.000000000000000,4.570000000000000,7.230000000000000,1.180000000000000,3.660000000000000,39.210000000000001,18.091418610649374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00005431,E01001085,Croydon,Croydon 004A,104.3000,2.8000,31250.251,"3","5","5","5","3","1","5","3","4","2",0.000000000000000,0.000000000000000,0.007346259516147,1462.173,4.68,5,0,0,0,0,0,0,1,5,2,5,34.489268779754639,3,,"2","4","5","3",0,0,1,14.772000000000000,12.260250091552734,36.815868377685547,0.016817123213764,41.349177454944915,6.000000000000000,5.630000000000000,8.090000000000000,5.780000000000000,12.600000000000000,62.899999999999999,17.923034590419356,0,0,0,1,28,22,25,11,25,9,12,9,12,9,12,12,14,13,6,11,23,23,21,21,15
E00005430,E01001087,Croydon,Croydon 003C,51.3000,2.9000,80113.078,"3","3","3","3","2","2","5","4","4","3",0.000000000000000,0.000000000000000,7.505271229644900,18288.929,22.83,0,0,0,0,0,5,0,1,5,1,1,33.692796325683595,2,,"5","3","3","2",0,11,5,20.776000000000000,10.430520057678223,25.636299133300781,0.010045254028306,50.007290264600513,28.000000000000000,8.750000000000000,6.230000000000000,6.110000000000000,23.399999999999999,62.020000000000003,18.017321673179389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00005456,E01001095,Croydon,Croydon 031D,45.2000,2.5000,66753.314,"3","5","5","4","3","5","2","3","3","2",12.616851590669548,1.497865397838366,0.558947300796565,11707.345,17.54,0,0,0,0,4,5,0,5,2,2,2,32.639176001915565,1,3,"5","2","5","3",0,1,2,16.242000000000001,14.301850318908691,46.783149719238281,0.012709753599963,41.349177454944915,100.000000000000000,7.700000000000000,3.980000000000000,1.780000000000000,9.830000000000000,47.509999999999998,17.954383753167015,0,0,0,0,24,18,21,10,18,8,11,7,10,7,13,16,12,12,7,12,18,18,13,13,6
E00005028,E01001012,Croydon,Croydon 020A,79.0000,2.1000,41619.076,"5","5","5","1","4","5","5","4","5","5",0.000000000000000,0.000000000000000,0.000000000000000,3918.397,9.41,5,0,0,0,0,0,0,1,5,5,3,35.926531049940323,5,,"5","1","5","3",5,3,4,15.699999999999999,11.272109985351562,31.447990417480469,0.000000000000000,29.689577031499820,100.000000000000000,8.190000000000000,3.590000000000000,5.720000000000000,19.000000000000000,72.469999999999999,18.222641158975328,0,0,0,1,34,25,30,15,28,11,16,10,15,14,15,15,12,8,9,14,26,26,21,21,16
E00004976,E01000994,Croydon,Croydon 009A,88.5000,3.2000,40915.086,"3","3","3","2","3","5","5","2","5","3",0.000000000000000,0.243821974494286,6.965795143620684,3881.815,9.49,0,0,0,0,0,5,0,1,2,2,3,34.044881820678711,3,,"1","4","3","3",0,0,1,15.958000000000000,10.441969871520996,25.690500259399418,0.006772078040646,41.047010728881204,100.000000000000000,4.980000000000000,6.370000000000000,6.970000000000000,5.590000000000000,71.909999999999997,18.017321673179389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00004977,E01000998,Croydon,Croydon 010A,94.2000,2.5000,35564.889,"4","4","4","2","4","5","5","4","5","3",0.000000000000000,3.483757273645625,26.096130970963326,5826.686,16.38,0,0,0,0,0,5,0,1,2,1,2,34.302444034152558,3,,"5","2","4","4",0,2,3,12.234999999999999,10.571269989013672,26.471319198608398,0.006391658108732,34.790065106783572,100.000000000000000,7.540000000000000,4.340000000000000,5.700000000000000,19.149999999999999,74.879999999999995,18.017321673179389,0,0,0,0,26,18,22,10,20,10,14,8,12,11,15,19,12,8,7,11,18,18,13,13,9
E00005342,E01001074,Croydon,Croydon 041E,61.9000,2.1000,50063.749,"3","2","2","3","2","5","2","4","2","1",0.000000000000000,7.236272137203684,0.000000000000000,9953.640,19.88,0,0,0,5,0,5,5,1,1,5,2,33.569634846278596,2,4,"4","3","2","2",0,2,3,25.300000000000001,10.069680213928223,23.370229721069336,0.008331860213422,47.569824680625622,100.000000000000000,6.690000000000000,5.970000000000000,1.180000000000000,21.570000000000000,41.719999999999999,17.674080317900440,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00005343,E01001075,Croydon,Croydon 040C,63.9000,2.6000,46078.303,"1","3","4","2","1","2","2","2","1","1",0.000000000000000,0.000000000000000,0.017486389870665,9949.233,21.59,0,0,0,0,0,5,0,1,5,2,1,32.215522289276123,1,,"3","3","4","1",0,2,3,30.584000000000000,10.451660156250000,26.580739974975582,0.007316383455718,69.241775454198034,27.000000000000000,6.600000000000000,6.290000000000000,1.020000000000000,8.660000000000000,30.370000000000001,17.770305825740259,0,0,0,0,13,10,11,4,8,7,8,6,7,4,9,13,9,4,2,6,11,11,8,8,5
E00005345,E01001074,Croydon,Croydon 041E,64.0000,2.4000,88286.031,"3","2","2","3","2","5","2","4","2","1",0.000000000000000,6.918378722759494,6.105968648739728,14607.591,16.55,0,0,0,5,4,5,0,1,1,2,2,33.055421829223633,2,5,"4","3","2","2",5,1,2,25.300000000000001,10.069680213928223,23.370229721069336,0.008331860213422,47.569824680625622,100.000000000000000,6.690000000000000,5.970000000000000,1.180000000000000,21.570000000000000,41.719999999999999,17.674080317900440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00005780,E01001157,Croydon,Croydon 002B,52.8000,2.1000,44626.506,"3","4","4","2","1","3","4","3","4","2",0.000000000000000,5.003469734629174,13.300935379461812,8221.761,18.42,5,0,0,0,0,0,0,1,2,1,2,32.903656721115112,2,,"3","4","4","1",0,14,5,26.648000000000000,10.568140029907227,26.617900848388672,0.005748107187445,50.643112580618990,45.000000000000000,5.840000000000000,6.750000000000000,3.080000000000000,13.119999999999999,64.599999999999994,17.923034590419356,0,0,0,1,23,17,20,6,18,9,12,9,12,8,13,10,11,5,3,7,19,19,16,16,14
E00005701,E01001139,Croydon,Croydon 007B,109.1000,2.1000,20714.758,"3","4","4","5","3","5","3","2","3","4",0.000000000000000,0.000000000000000,0.000000000000000,4755.131,22.96,0,0,0,0,4,0,0,1,5,5,1,36.503164291381829,5,3,"4","3","4","2",0,4,4,18.385000000000002,10.604909896850586,26.830440521240234,0.021886517770911,36.441052088565961,100.000000000000000,7.240000000000000,5.290000000000000,2.280000000000000,7.540000000000000,53.530000000000001,18.050053351391036,0,0,0,0,27,22,25,11,22,12,15,14,17,10,12,15,17,12,11,15,21,21,17,17,11
